DER,False Alarm,Miss,Confusion
0.12698412698412698,0.12698412698412698,0.0,0.0
0.16216216216216217,0.0,0.0,0.16216216216216217
0.06060606060606061,0.0,0.0,0.06060606060606061
0.4418604651162791,0.10465116279069768,0.08139534883720931,0.2558139534883721
0.4583333333333333,0.010416666666666666,0.0,0.4479166666666667
0.4745762711864407,0.0,0.06779661016949153,0.4067796610169492
0.37341772151898733,0.0,0.012658227848101266,0.36075949367088606
0.359375,0.0078125,0.03125,0.3203125
0.3375,0.0,0.0,0.3375
0.3983739837398374,0.02032520325203252,0.0040650406504065045,0.37398373983739835
0.47794117647058826,0.15441176470588236,0.3235294117647059,0.0
0.23809523809523808,0.015873015873015872,0.0,0.2222222222222222
0.494949494949495,0.0,0.0,0.494949494949495
0.23255813953488372,0.0,0.0,0.23255813953488372
0.3597560975609756,0.0,0.1402439024390244,0.21951219512195122
0.39572192513368987,0.0,0.0374331550802139,0.3582887700534759
0.4,0.0,0.025,0.375
0.12871287128712872,0.0,0.0,0.12871287128712872
0.3023255813953488,0.0,0.11627906976744186,0.18604651162790697
0.37662337662337664,0.0,0.1038961038961039,0.2727272727272727
0.2744186046511628,0.0,0.027906976744186046,0.24651162790697675
0.46779661016949153,0.1016949152542373,0.07796610169491526,0.288135593220339
0.12149532710280374,0.0,0.0,0.12149532710280374
0.3364485981308411,0.0,0.0,0.3364485981308411
0.32653061224489793,0.0,0.047619047619047616,0.2789115646258503
0.43333333333333335,0.0,0.1,0.3333333333333333
0.2966101694915254,0.0,0.06779661016949153,0.2288135593220339
0.26548672566371684,0.0,0.017699115044247787,0.24778761061946902
0.4094488188976378,0.0,0.007874015748031496,0.4015748031496063
0.3516483516483517,0.0,0.0,0.3516483516483517
0.48214285714285715,0.0,0.0,0.48214285714285715
0.3695652173913043,0.0,0.0,0.3695652173913043
0.2,0.0,0.042105263157894736,0.15789473684210525
0.21428571428571427,0.014285714285714285,0.02142857142857143,0.17857142857142858
0.3,0.0,0.08,0.22
0.391304347826087,0.043478260869565216,0.08695652173913043,0.2608695652173913
0.45614035087719296,0.0,0.017543859649122806,0.43859649122807015
0.3088235294117647,0.0,0.0,0.3088235294117647
0.3089430894308943,0.008130081300813009,0.0,0.3008130081300813
0.381294964028777,0.0,0.050359712230215826,0.33093525179856115
0.3068181818181818,0.0,0.011363636363636364,0.29545454545454547
0.375,0.013888888888888888,0.037037037037037035,0.32407407407407407
0.44642857142857145,0.05357142857142857,0.125,0.26785714285714285
0.22695035460992907,0.0,0.06382978723404255,0.16312056737588654
0.39344262295081966,0.0,0.2786885245901639,0.11475409836065574
0.15267175572519084,0.0,0.007633587786259542,0.1450381679389313
0.3064516129032258,0.11290322580645161,0.03225806451612903,0.16129032258064516
0.4647887323943662,0.0,0.0,0.4647887323943662
0.4489795918367347,0.0,0.04081632653061224,0.40816326530612246
0.208955223880597,0.014925373134328358,0.0,0.19402985074626866
0.27722772277227725,0.0,0.04950495049504951,0.22772277227722773
0.3684210526315789,0.0,0.10526315789473684,0.2631578947368421
0.3,0.025,0.125,0.15
0.3764705882352941,0.0,0.10588235294117647,0.27058823529411763
0.42857142857142855,0.0,0.0,0.42857142857142855
0.2903225806451613,0.0,0.10752688172043011,0.1827956989247312
0.22058823529411764,0.0,0.0,0.22058823529411764
0.31851851851851853,0.014814814814814815,0.02962962962962963,0.2740740740740741
0.2542372881355932,0.0,0.0,0.2542372881355932
0.4076086956521739,0.010869565217391304,0.04891304347826087,0.34782608695652173
0.40476190476190477,0.0,0.0,0.40476190476190477
0.26262626262626265,0.0,0.010101010101010102,0.25252525252525254
0.08955223880597014,0.007462686567164179,0.007462686567164179,0.07462686567164178
0.35555555555555557,0.0,0.1111111111111111,0.24444444444444444
0.3020833333333333,0.020833333333333332,0.0,0.28125
0.16129032258064516,0.0,0.016129032258064516,0.14516129032258066
0.3939393939393939,0.030303030303030304,0.0,0.36363636363636365
0.4732824427480916,0.10687022900763359,0.06870229007633588,0.29770992366412213
0.38235294117647056,0.029411764705882353,0.0,0.35294117647058826
0.3838383838383838,0.0,0.0,0.3838383838383838
0.28,0.0,0.0,0.28
0.12698412698412698,0.0,0.0,0.12698412698412698
0.3442622950819672,0.04918032786885246,0.0,0.29508196721311475
0.3481781376518219,0.0,0.18218623481781376,0.1659919028340081
0.4,0.0,0.0,0.4
0.375,0.009615384615384616,0.0,0.36538461538461536
0.29347826086956524,0.0,0.16304347826086957,0.13043478260869565
0.23809523809523808,0.14285714285714285,0.047619047619047616,0.047619047619047616
0.3357664233576642,0.0,0.0,0.3357664233576642
0.2677165354330709,0.0,0.0,0.2677165354330709
0.23809523809523808,0.0,0.0,0.23809523809523808
0.3958333333333333,0.041666666666666664,0.0,0.3541666666666667
0.23,0.01,0.03,0.19
0.525,0.1,0.0,0.425
0.375,0.0,0.0,0.375
0.22448979591836735,0.0,0.0,0.22448979591836735
0.32456140350877194,0.0,0.0,0.32456140350877194
0.26744186046511625,0.023255813953488372,0.011627906976744186,0.23255813953488372
0.33980582524271846,0.0,0.038834951456310676,0.30097087378640774
0.36363636363636365,0.0,0.0,0.36363636363636365
0.10714285714285714,0.0,0.017857142857142856,0.08928571428571429
0.41739130434782606,0.008695652173913044,0.09565217391304348,0.3130434782608696
0.312,0.0,0.072,0.24
0.28205128205128205,0.0,0.03205128205128205,0.25
0.34026465028355385,0.011342155009451797,0.030245746691871456,0.29867674858223064
0.375,0.0,0.0,0.375
0.3125,0.0078125,0.0,0.3046875
0.4189189189189189,0.24324324324324326,0.02702702702702703,0.14864864864864866
0.010638297872340425,0.0,0.010638297872340425,0.0
0.3132530120481928,0.0,0.0,0.3132530120481928
0.3706293706293706,0.0,0.0,0.3706293706293706
0.3709677419354839,0.0,0.0,0.3709677419354839
0.48514851485148514,0.019801980198019802,0.0,0.46534653465346537
0.3387096774193548,0.0,0.0,0.3387096774193548
0.5166666666666667,0.08333333333333333,0.08333333333333333,0.35
0.1724137931034483,0.022988505747126436,0.05747126436781609,0.09195402298850575
0.2786885245901639,0.0,0.09836065573770492,0.18032786885245902
0.44666666666666666,0.0,0.013333333333333334,0.43333333333333335
0.4594594594594595,0.4594594594594595,0.0,0.0
0.4742268041237113,0.0,0.0,0.4742268041237113
0.36923076923076925,0.1076923076923077,0.0,0.26153846153846155
0.2636363636363636,0.0,0.0,0.2636363636363636
0.4189189189189189,0.0,0.0,0.4189189189189189
0.4691358024691358,0.012345679012345678,0.0,0.4567901234567901
0.38461538461538464,0.015384615384615385,0.0,0.36923076923076925
0.3953488372093023,0.0,0.0,0.3953488372093023
0.29605263157894735,0.0,0.0,0.29605263157894735
0.29850746268656714,0.0,0.0,0.29850746268656714
0.25477707006369427,0.0,0.01910828025477707,0.2356687898089172
0.33980582524271846,0.0,0.0,0.33980582524271846
0.22535211267605634,0.0,0.0,0.22535211267605634
0.07058823529411765,0.0,0.058823529411764705,0.011764705882352941
0.2777777777777778,0.07407407407407407,0.0,0.2037037037037037
0.16101694915254236,0.0,0.0,0.16101694915254236
